country,city,stdState,street,Harley Dealer Id,state,Offerings,Matching result,identifier,website,stdStreet,basicDealerId,phone,name,postal,stdPhone
USA,College Station,TX,4101 State Hwy 6 S,"4101 State Hwy 6 S
College Station, TX, USA 77845-8965
(979) 690-1669 | Website",TX,"Express Lane™ Service
H.O.G.® Chapter
",Not a dealer,4090,http://www.theranchhd.com/,4101 state highway 6 south,906,(979) 690-1669,The Ranch Harley-Davidson,77845-8965,9796901669
USA,Port Aransas,TX,722 Tarpon St Unit G,"722 Tarpon St Unit G
Port Aransas, TX, USA 78373-5165
(361) 749-2491 | Website",TX,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,4041,http://www.wahooharley.com/,722 tarpon st unit g,922,(361) 749-2491,Wahoo Harley-Davidson,78373-5165,3617492491
USA,Park City,UT,324 Main St,"324 Main St
Park City, UT, USA 84060-5102
(435) 214-5099 | Website",UT,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,2133,http://www.harley-davidsonslc.com/,324 main street,927,(435) 214-5099,Park City Harley-Davidson,84060-5102,4352145099
USA,Los Angeles,CA,6810 Hollywood Blvd,"6810 Hollywood Blvd
Los Angeles, CA, USA 90028-6102
(818) 246-5618 | Website",CA,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,8190,http://www.hollywoodharley.com/,6810 hollywood boulevard,935,(818) 246-5618,Hollywood Harley-Davidson,90028-6102,8182465618
USA,Virginia Beach,VA,1908 Atlantic Ave,"1908 Atlantic Ave
Virginia Beach, VA, USA 23451-3311
757-425-2458 | Website",VA,"H-D MotorClothes® Merchandise
H-D Gift Card
",Not a dealer,8145,http://www.harley-haven-virginia-beach.com/,1908 atlantic avenue,944,757-425-2458,Virginia Beach Harley-Davidson,23451-3311,7574252458
USA,Camp Lejeune,NC,Hadnot Plaza Bldg 84 84 Holcomb Blvd,"Hadnot Plaza Bldg 84 84 Holcomb Blvd
Camp Lejeune, NC, USA 28547-2508
(910) 353-9997 | Website",NC,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3806,http://www.newriverhd.com/,hadnot plaza bldg 84 84 holcomb boulevard,706,(910) 353-9997,Camp Lejeune Harley-Davidson,28547-2508,9103539997
USA,Jackson,WY,40 S Millward,"40 S Millward
Jackson, WY, USA 83001-8656
(307) 739-1500 | Website",WY,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,1886,http://www.tetonharley.com/,40 south millward,951,(307) 739-1500,Chester's Jackson Hole Harley-Davidson,83001-8656,3077391500
USA,Chimney Rock,NC,363 Main St,"363 Main St
Chimney Rock, NC, USA 28720-0000
(828) 436-5100 | Website",NC,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3751,http://www.chimneyrockhd.com/,363 main street,715,(828) 436-5100,Chimney Rock Harley-Davidson,28720-0000,8284365100
USA,Nags Head,NC,4104 S Virginia Dare Trl Ste 22,"4104 S Virginia Dare Trl Ste 22
Nags Head, NC, USA 27959-9282
(252) 255-5922 | Website",NC,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,1470,http://www.nagsheadhd.com/,4104 south virginia dare trl ste 22,717,(252) 255-5922,Nags Head Harley-Davidson,27959-9282,2522555922
USA,Cherokee,NC,935 Tsalagi Rd,"935 Tsalagi Rd
Cherokee, NC, USA 28719-7118
(828) 497-1200 | Website",NC,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,2660,http://www.cherokeeharley.com/,935 tsalagi road,720,(828) 497-1200,Cherokee Harley-Davidson,28719-7118,8284971200
USA,Gatlinburg,TN,530 Parkway,"530 Parkway
Gatlinburg, TN, USA 37738-3202
(865) 430-1602",TN,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,1640,null,530 parkway,721,(865) 430-1602,Hillbilly H-D a Smoky Mountain Outpost,37738-3202,8654301602
USA,Kodak,TN,3607 Outdoor Sportsman Pl,"3607 Outdoor Sportsman Pl
Kodak, TN, USA 37764-1478
(865) 225-0050 | Website",TN,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3549,http://www.smh-d.com/,3607 outdoor sportsman place,723,(865) 225-0050,Smoky Mountain Harley-Davidson,37764-1478,8652250050
USA,Tallassee,TN,5908 Calderwood Hwy,"5908 Calderwood Hwy
Tallassee, TN, USA 37878-2009
(865) 856-5942 | Website",TN,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,2774,http://www.smh-d.com/,5908 calderwood highway,726,(865) 856-5942,US 129 Dragon Harley-Davidson,37878-2009,8658565942
USA,Tellico Plains,TN,1650 Cherohala Pkwy,"1650 Cherohala Pkwy
Tellico Plains, TN, USA 37385-5832
(423) 253-7432",TN,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,2744,null,1650 cherohala parkway,728,(423) 253-7432,Cherohala Skyway H-D Smoky Mountain Outpost,37385-5832,4232537432
USA,North Conway,NH,1275 White Mountain Hwy,"1275 White Mountain Hwy
North Conway, NH, USA 03860-5155
(603) 356-7775",NH,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,2531,null,1275 white mountain highway,741,(603) 356-7775,White Mountain Harley-Davidson,03860-5155,6033567775
USA,Chicago,IL,668 N Michigan Ave,"668 N Michigan Ave
Chicago, IL, USA 60611-2702
(312) 335-8000 | Website",IL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3521,http://www.chicagoharley.com/,668 north michigan avenue,501,(312) 335-8000,Chicago Harley-Davidson,60611-2702,3123358000
USA,Chicago,IL,O'Hare Int'l Airport 11601 W Touhy Ave Space T3HK U 07D,"O'Hare Int'l Airport 11601 W Touhy Ave Space T3HK U 07D
Chicago, IL, USA 60666-5037
(773) 686-4886 | Website",IL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,2127,http://www.windycityhd.com/,ohare intl airport 11601 west touhy avenue space t3hk u 07d,502,(773) 686-4886,Windy City Harley-Davidson,60666-5037,7736864886
USA,New York,NY,686 Lexington Ave,"686 Lexington Ave
New York, NY, USA 10022-2614
(212) 355-3003 | Website",NY,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,1469,http://www.nycharleydavidson.com/,686 lexington avenue,749,(212) 355-3003,Harley-Davidson of New York City,10022-2614,2123553003
USA,Grand Rivers,KY,1795 JH O'Bryan Ave,"1795 JH O'Bryan Ave
Grand Rivers, KY, USA 42045-9045
(270) 460-1012",KY,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,2995,null,1795 jh obryan avenue,519,(270) 460-1012,Four Rivers Harley-Davidson at Grand Rivers,42045-9045,2704601012
USA,El Paso,TX,6701 Convair Rd Ste B El Paso Int'l Airport,"6701 Convair Rd Ste B El Paso Int'l Airport
El Paso, TX, USA 79925-1029
(915) 779-3411",TX,"H-D Gift Card
",Not a dealer,2504,null,6701 convair road ste b el paso intl airport,762,(915) 779-3411,Barnett Harley-Davidson,79925-1029,9157793411
USA,Fort Wayne,IN,4201 Coldwater Rd Spc B02A,"4201 Coldwater Rd Spc B02A
Fort Wayne, IN, USA 46805-1109
(260) 482-9365",IN,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3292,null,4201 coldwater road spc b02a,534,(260) 482-9365,River City Harley-Davidson,46805-1109,2604829365
USA,French Lick,IN,469 S Maple St Ste 102,"469 S Maple St Ste 102
French Lick, IN, USA 47432-1006
(812) 936-3636 | Website",IN,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,2258,http://www.frenchlickharley.com/,469 south maple st ste 102,538,(812) 936-3636,French Lick Harley-Davidson,47432-1006,8129363636
USA,Silverton,CO,1139 Greene St,"1139 Greene St
Silverton, CO, USA 81438-0000
(970) 387-9877 | Website",CO,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3466,http://www.silvertonharley.com/,1139 greene street,305,(970) 387-9877,Silverton Harley-Davidson,81438-0000,9703879877
USA,Piqua,OH,1501 E Ash St,"1501 E Ash St
Piqua, OH, USA 45356-2355
(937) 773-8733 | Website",OH,"H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",Not a dealer,3773,http://www.piquahd.com/,1501 east ash street,790,(937) 773-8733,Piqua Harley-Davidson,45356-2355,9377738733
USA,Oxon Hill,MD,185 Waterfront St,"185 Waterfront St
Oxon Hill, MD, USA 20745-1138
(301) 749-6644",MD,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3560,null,185 waterfront street,313,(301) 749-6644,"Harley-Davidson of Washington, DC",20745-1138,3017496644
USA,New Orleans,LA,235 Bourbon St,"235 Bourbon St
New Orleans, LA, USA 70130-2204
(504) 293-1820 | Website",LA,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,2863,http://www.bourbonstreethd.com/,235 bourbon street,569,(504) 293-1820,Bourbon Street Harley-Davidson,70130-2204,5042931820
USA,New Orleans,LA,812 Decatur St,"812 Decatur St
New Orleans, LA, USA 70116-3306
(504) 561-0263 | Website",LA,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,2025,http://www.voodooh-d.com/,812 decatur street,570,(504) 561-0263,VooDoo Harley-Davidson,70116-3306,5045610263
USA,Lancaster,PA,35 S Willowdale Dr Ste 321,"35 S Willowdale Dr Ste 321
Lancaster, PA, USA 17602-1472
(717) 481-2990 | Website",PA,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,4073,http://www.lancasterhd.com/,35 south willowdale dr ste 321,336,(717) 481-2990,Lancaster Harley-Davidson,17602-1472,7174812990
USA,Hyannis,MA,615 Main St Unit 13,"615 Main St Unit 13
Hyannis, MA, USA 02601-5460
(508) 778-0021",MA,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,2294,null,615 main st unit 13,587,(508) 778-0021,Cape Cod Harley-Davidson,02601-5460,5087780021
USA,Philadelphia,PA,Philadelphia Airport 8800 Essington Ave Spc M18 BC Connector,"Philadelphia Airport 8800 Essington Ave Spc M18 BC Connector
Philadelphia, PA, USA 19153-7010
(215) 937-9454 | Website",PA,"H-D MotorClothes® Merchandise
H-D Gift Card
",Not a dealer,1965,http://www.barbshd.com/,philadelphia airport 8800 essington avenue spc m18 bc connector,348,(215) 937-9454,Barb's Harley-Davidson,19153-7010,2159379454
USA,Madawaska,ME,116 Main St,"116 Main St
Madawaska, ME, USA 04756-1476
(207) 496-3211 | Website",ME,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3398,http://www.plourdeplourde.com/,116 main street,596,(207) 496-3211,Plourde's Harley-Davidson,04756-1476,2074963211
USA,Lake Buena Vista,FL,1502 E Buena Vista Dr # B1,"1502 E Buena Vista Dr # B1
Lake Buena Vista, FL, USA 32830-8431
(407) 938-0522 | Website",FL,"H-D MotorClothes® Merchandise
H-D Gift Card
",Not a dealer,1906,http://www.orlandoharley.com/,1502 east buena vista dr b1,365,(407) 938-0522,Orlando Harley-Davidson at Disney Springs,32830-8431,4079380522
USA,Orlando,FL,8000 International Dr,"8000 International Dr
Orlando, FL, USA 32819-9335
407-351-3302 | Website",FL,"H-D MotorClothes® Merchandise
",Not a dealer,8238,http://www.orlandoharley.com/,8000 international dr,366,407-351-3302,Orlando Harley-Davidson Gear Store,32819-9335,4073513302
USA,Orlando,FL,Orlando Int'l Airport 9403 Jeff Fuqua Blvd Ste 8253,"Orlando Int'l Airport 9403 Jeff Fuqua Blvd Ste 8253
Orlando, FL, USA 32827-4371
(407) 825-3533 | Website",FL,"H-D MotorClothes® Merchandise
H-D Gift Card
",Not a dealer,1788,http://www.orlandoharley.com/,orlando intl airport 9403 jeff fuqua boulevard ste 8253,367,(407) 825-3533,Orlando Harley-Davidson,32827-4371,4078253533
USA,Orlando,FL,4969 International Dr 3E 18,"4969 International Dr 3E 18
Orlando, FL, USA 32819-6219
(407) 363-9480",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,2564,null,4969 international dr 3e 18,369,(407) 363-9480,Orlando Harley-Davidson,32819-6219,4073639480
USA,Cocoa Beach,FL,3670 N Atlantic Ave Unit B,"3670 N Atlantic Ave Unit B
Cocoa Beach, FL, USA 32931-3413
(321) 799-2221 | Website",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,2861,http://www.spacecoastharley.com/,3670 north atlantic avenue unit b,379,(321) 799-2221,Cocoa Beach Harley-Davidson,32931-3413,3217992221
CAN,Banff,AB,202 Banff Ave. Unit 106,"202 Banff Ave. Unit 106
Banff, AB, CAN T1L 1B5
(403) 985-1800",AB,"H-D MotorClothes® Merchandise
",Not a dealer,20051,null,202 banff avenue unit 106,30,(403) 985-1800,Banff Harley-Davidson,T1L 1B5,4039851800
USA,Daytona Beach,FL,510 Main St,"510 Main St
Daytona Beach, FL, USA 32118-4440
(386) 253-2453 | Website",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,1996,http://www.brucerossmeyer.com/,510 main street,389,(386) 253-2453,Bruce Rossmeyer?s Daytona H-D on Main Street,32118-4440,3862532453
USA,Miami,FL,11401 NW 12th St Spc E300,"11401 NW 12th St Spc E300
Miami, FL, USA 33172-6904
(305) 434-4668",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3690,null,11401 nw 12th st spc e300,394,(305) 434-4668,Peterson's Miami Beach Harley-Davidson,33172-6904,3054344668
USA,Miami,FL,Bayside Marketplace 401 Biscayne Blvd. Space 1250/S-142,"Bayside Marketplace 401 Biscayne Blvd. Space 1250/S-142
Miami, FL, USA 33132-1924
(305) 350-7444",FL,,Not a dealer,3133,null,bayside marketplace 401 biscayne boulevard space 1250s142,396,(305) 350-7444,Peterson's Miami Beach Harley-Davidson,33132-1924,3053507444
USA,Saint Augustine,FL,118 Saint George St,"118 Saint George St
Saint Augustine, FL, USA 32084-3610
(904) 825-0544",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3196,null,118 saint george street,397,(904) 825-0544,Adamec Harley-Davidson of St. Augustine,32084-3610,9048250544
USA,Destin,FL,4335 Legendary Dr,"4335 Legendary Dr
Destin, FL, USA 32541-5396
(850) 460-8747 | Website",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3689,http://www.legendaryharley.com/,4335 legendary dr,172,(850) 460-8747,Legendary Harley-Davidson,32541-5396,8504608747
USA,Panama City Beach,FL,800 Pier Park Dr Ste 105 B Bldg,"800 Pier Park Dr Ste 105 B Bldg
Panama City Beach, FL, USA 32413-2179
(850) 334-0055 | Website",FL,,Not a dealer,3825,http://www.pcbharley.com/,800 pier park dr ste 105 b bldg,173,(850) 334-0055,Beach Shack Harley-Davidson,32413-2179,8503340055
USA,Cave Creek,AZ,6812 E Cave Creek Rd Ste 1,"6812 E Cave Creek Rd Ste 1
Cave Creek, AZ, USA 85331-8627
(480) 595-9500 | Website",AZ,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,3799,http://www.cavecreekhd.com/,6812 east cave creek road ste 1,182,(480) 595-9500,Buddy Stubbs Cave Creek Harley-Davidson,85331-8627,4805959500
USA,Sedona,AZ,320 N Hwy 89A Ste 1,"320 N Hwy 89A Ste 1
Sedona, AZ, USA 86336-4264
(928) 204-0020 | Website",AZ,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,2045,http://www.grandcanyonhd.com/,320 north highway 89a ste 1,184,(928) 204-0020,Sedona Harley-Davidson,86336-4264,9282040020
USA,Prescott,AZ,138 S Montezuma,"138 S Montezuma
Prescott, AZ, USA 86303-4718
(928) 778-2241 | Website",AZ,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",Not a dealer,1501,http://www.grandcanyonhd.com/,138 south montezuma,188,(928) 778-2241,Whiskey Row Harley-Davidson,86303-4718,9287782241
USA,Tombstone,AZ,526 E Allen St Ste B,"526 E Allen St Ste B
Tombstone, AZ, USA 85638-6244
(520) 457-1482",AZ,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,2979,null,526 east allen st ste b,192,(520) 457-1482,Tombstone Harley-Davidson,85638-6244,5204571482
USA,Lake Havasu City,AZ,1425 N McCulloch Blvd Unit J,"1425 N McCulloch Blvd Unit J
Lake Havasu City, AZ, USA 86403-6597
(928) 302-1812",AZ,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",Not a dealer,3244,null,1425 north mcculloch boulevard unit j,195,(928) 302-1812,London Bridge Harley-Davidson,86403-6597,9283021812
null,null,null,Meadow Ln,"Meadow Ln
Nottingham, GBR NG2 3GX
01159683250 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",not domestic,7462,http://www.robinhoodharleydavidson.com/,meadow ln,100,1159683250,Robin Hood Harley-Davidson,null,1159683250
null,null,null,Rendsburger Landstrasse 465,"Rendsburger Landstrasse 465
Kiel, DEU 24111
49-431-698866 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",not domestic,6917,http://www.hd-kiel.de/,rendsburger landstrasse 465,101,49-431-698866,Harley-Davidson Vertretung Kiel GmbH,null,49431698866
null,null,null,37-43 Chapel Ash,"37-43 Chapel Ash
Wolverhampton, GBR WV3 0UF
01902371600 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",not domestic,6827,http://www.hdwolverhampton.co.uk/,3743 chapel ash,102,1902371600,Stratstone Harley-Davidson Wolverhampton,null,1902371600
null,null,null,Lichfield Rd Aston,"Lichfield Rd Aston
Birmingham, GBR B6 5RQ
01213357043 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",not domestic,6852,http://www.hdbirmingham.co.uk/,lichfield road aston,103,1213357043,Stratstone Harley-Davidson Birmingham,null,1213357043
null,null,null,NORTH ST,"NORTH ST
Uppingham, GBR LE15 9RN
01572823296 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",not domestic,6730,http://www.sycamorehd.co.uk/,north street,104,1572823296,Sycamore Harley-Davidson,null,1572823296
null,null,null,Molkenstraße 7,"Molkenstraße 7
Rostock, DEU 18055
49-381-375664-0 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",not domestic,6900,http://www.harley-davidson-rostock.de/,molkenstrae 7,105,49-381-375664-0,Harley-Davidson Vertretung Rostock GmbH,null,4.93814E+11
null,null,null,Taschenmacherstr. 6,"Taschenmacherstr. 6
Luebeck, DEU 23556
49451472717 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",not domestic,8503,http://harley-davidson-luebeck.de/,taschenmacherstr 6,106,49451472717,H-D House of Thunder Lübeck,null,49451472717
null,null,null,120 Ber St,"120 Ber St
Norwich, GBR NR1 3ES
441603620222 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
",not domestic,8529,http://www.lindhd.co.uk/,120 ber street,107,4.41604E+11,Harley-Davidson Norwich,null,4.41604E+11
null,null,null,Harley-Davidson Vilnius Paplaujos 5,"Harley-Davidson Vilnius Paplaujos 5
Vilnius, LTU LT-11342
37061522233 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",not domestic,8087,http://www.harley-davidson-vilnius.lt/,harleydavidson vilnius paplaujos 5,108,37061522233,Harley-Davidson Vilnius,null,37061522233
null,null,null,Phoenix Way Garngoch Trading Est,"Phoenix Way Garngoch Trading Est
Swansea, GBR SA4 9HN
01792224444",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",not domestic,8090,null,phoenix way garngoch trading est,109,1792224444,Swansea Harley-Davidson,null,1792224444
null,null,null,T/as Harley-Davidson Gdansk Mialki Szlak 4/8,"T/as Harley-Davidson Gdansk Mialki Szlak 4/8
Gdansk, POL 80-717
48583218800 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
Test Ride
",not domestic,8501,http://www.harley-davidson-gdansk.pl/,tas harleydavidson gdansk mialki szlak 48,110,48583218800,Harley-Davidson Gdansk,null,48583218800
null,null,null,Nedderfeld 96,"Nedderfeld 96
Hamburg, DEU 22529
49-40-4130300 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",not domestic,6891,http://www.harley-hh.de/,nedderfeld 96,111,49-40-4130300,Harley-Davidson Hamburg Nord GmbH,null,49404130300
null,null,null,599 Princess Elizabeth Way,"599 Princess Elizabeth Way
Cheltenham, GBR GL51 7PA
01242240570 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",not domestic,7825,http://www.bladegroupharleydavidson.co.uk/,599 princess elizabeth way,112,1242240570,Cheltenham Harley-Davidson,null,1242240570
null,null,null,Dopplerlaan 26,"Dopplerlaan 26
Drachten, NLD 9207 HC
31512760061 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",not domestic,6282,http://www.hdpoint.nl/,dopplerlaan 26,113,31512760061,Harley-Davidson Point,null,31512760061
null,null,null,Dorfstrasse 16-17,"Dorfstrasse 16-17
Breitenfelde, DEU 23881
49-4542-6403 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",not domestic,6913,http://www.hdbreitenfelde.de/,dorfstrasse 1617,114,49-4542-6403,Harley-Davidson Breitenfelde,null,4945426403
null,null,null,Black Bear Ln,"Black Bear Ln
Newmarket, GBR CB8 0JT
1638664455 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",not domestic,8472,http://www.lindhd.co.uk/,black bear ln,115,1638664455,Newmarket Harley-Davidson,null,1638664455
null,null,null,Stahlwerkstrasse 17,"Stahlwerkstrasse 17
Augustfehn, DEU 26689
49-4489-94259210 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",not domestic,7490,http://www.boerjes-american-bikes.de/,stahlwerkstrasse 17,116,49-4489-94259210,Harley-Davidson & Buell Weser Ems,null,4.9449E+13
null,null,null,Schulzenweg 21,"Schulzenweg 21
Schwerin, DEU 19061
49-385-611552 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",not domestic,6898,http://www.hd-schwerin.de/,schulzenweg 21,117,49-385-611552,Harley-Davidson Schwerin,null,49385611552
null,null,null,An der Reitbahn 1 d,"An der Reitbahn 1 d
Seevetal, DEU 21218
4941051369050 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H-D® Authorized Rentals
Test Ride
",not domestic,8502,http://www.harley-hh-sued.de/,an der reitbahn 1 d,118,4.94105E+12,H-D Hamburg Sued,null,4.94105E+12
null,null,null,Bremer Heerstrasse 420,"Bremer Heerstrasse 420
Oldenburg, DEU 26135
49-441-2047886 | Website",null,"H-D MotorClothes® Merchandise
",not domestic,6272,http://www.hd-oldenburg.de/,bremer heerstrasse 420,119,49-441-2047886,Boerjes Bikers Outfit Oldenburg GmbH & Co. KG,null,4.94412E+11
null,null,null,Madame Curiestraat 6,"Madame Curiestraat 6
Alkmaar, NLD 1821 BM
31-72-511-0629 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",not domestic,7209,http://www.westcoastmotors.nl/,madame curiestraat 6,120,31-72-511-0629,West Coast Motors,null,31725110629
null,null,null,t/a Oxford Harley Davidson Unit 9D Nuffield Trade Park Nuffield Way,"t/a Oxford Harley Davidson Unit 9D Nuffield Trade Park Nuffield Way
Abingdon, GBR OX14 1RN
01865735121 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",not domestic,7693,http://www.bladegroupharleydavidson.co.uk/,ta oxford harley davidson unit 9d nuffield trade park nuffield way,121,1865735121,Oxford Harley-Davidson,null,1865735121
null,null,null,519 Stockwood Rd Brislington,"519 Stockwood Rd Brislington
Bristol, GBR BS4 5LR
01179588777 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",not domestic,6655,http://www.ridersharleydavidson.co.uk/,519 stockwood road brislington,122,1179588777,Riders of Bristol,null,1179588777
null,null,null,Europaallee 1-3,"Europaallee 1-3
Bremen, DEU 28309
49-421-4500300 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",not domestic,6966,http://www.harley-container.de/,europaallee 13,123,49-421-4500300,Harley-Container,null,4.94215E+11
null,null,null,T/as Harley-Davidson Szczecin Gdanska 22a,"T/as Harley-Davidson Szczecin Gdanska 22a
Szczecin, POL 70-661
48734148447 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",not domestic,8497,http://harley-davidson-szczecin.com.pl/,tas harleydavidson szczecin gdanska 22a,124,48734148447,Harley-Davidson Szczecin,null,48734148447
