foreignType,country,city,stdPostal,stdState,stdName,foreignIdentifierString,outdated,street,custom3,custom4,custom1,state,custom2,custom5,custom6,identifier,website,stdStreet,stdCity,basicDealerId,phone,stdCountry,name,postal,projectIdentifier,stdPhone
null,USA,Jackson,38305,TN,null,null,false,326 Carriage House Dr,null,I17,"326 Carriage House Dr
Jackson, TN, USA 38305-2222
(731) 422-5508 | Website",TN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F11,Not in salesforce,4910,http://www.bumpushdjackson.com/,326 carriage house dr,null,881,(731) 422-5508,United States,"Bumpus Harley-Davidson of Jackson, LLC",38305-2222,Harley,7314225508
null,USA,Union City,38261,TN,null,null,false,1703 W Main St,null,I17,"1703 W Main St
Union City, TN, USA 38261-1548
(731) 885-2054 | Website",TN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D Authorized Service
H-DTM Riding Academy
Test Ride
",F11,Not in salesforce,4949,http://www.abernathyonline.com/,1703 west main street,null,882,(731) 885-2054,United States,Abernathy's Harley-Davidson,38261-1548,Harley,7318852054
null,USA,Rothschild,54474,WI,null,null,false,1570 County Rd XX,null,I10,"1570 County Rd XX
Rothschild, WI, USA 54474-9043
(715) 355-4464 | Website",WI,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F17,Not in salesforce,2011,http://www.hdwausau.com/,1570 county road xx,null,640,(715) 355-4464,United States,Harley-Davidson of Wausau,54474-9043,Harley,7153554464
null,USA,Abilene,79606,TX,null,null,false,3106 S Clack St,null,I06,"3106 S Clack St
Abilene, TX, USA 79606-2203
(325) 673-7103 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F08,Not in salesforce,4958,http://www.kentshd.com/,3106 south clack street,null,883,(325) 673-7103,United States,Kents Harley-Davidson Sales,79606-2203,Harley,3256737103
null,USA,Janesville,53545,WI,null,null,false,3223 N Pontiac Dr,null,I10,"3223 N Pontiac Dr
Janesville, WI, USA 53545-0387
(608) 757-0880 | Website",WI,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F17,Phone Match : 001j000000so0giAAA,3588,http://www.boardtrackerhd.com/,3223 north pontiac dr,null,641,(608) 757-0880,United States,Boardtracker Harley-Davidson,53545-0387,Harley,6087570880
null,USA,Big Spring,79720,TX,null,null,false,908 W 3rd St Hwy 80 W,null,I06,"908 W 3rd St Hwy 80 W
Big Spring, TX, USA 79720-2104
(432) 263-2322 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F09,Not in salesforce,4978,http://www.theharleydavidsonshop.com/,908 west 3rd st highway 80 west,null,884,(432) 263-2322,United States,Big Spring Harley-Davidson,79720-2104,Harley,4322632322
null,USA,Madison,53718,WI,null,null,false,6200 Millpond Rd,null,I10,"6200 Millpond Rd
Madison, WI, USA 53718-6875
(608) 221-2761 | Website",WI,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F17,Not in salesforce,3793,http://www.hdofmadison.com/,6200 millpond road,null,642,(608) 221-2761,United States,Harley-Davidson of Madison,53718-6875,Harley,6082212761
null,USA,Jacksonville,32256,FL,null,null,false,8909 Baymeadows Rd,null,I20,"8909 Baymeadows Rd
Jacksonville, FL, USA 32256-7507
(904) 493-1931 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F14,Address Match : 001j000000w18xVAAQ,681,http://www.adamecharley.com/,8909 baymeadows road,null,400,(904) 493-1931,United States,Adamec Harley-Davidson of Jacksonville,32256-7507,Harley,9044931931
null,USA,Odessa,79765,TX,null,null,false,12100 W Hwy 80 E,null,I06,"12100 W Hwy 80 E
Odessa, TX, USA 79765-9609
(432) 561-8991 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F09,Not in salesforce,5120,http://www.legacyh-d.com/,12100 west highway 80 east,null,885,(432) 561-8991,United States,Legacy Harley-Davidson,79765-9609,Harley,4325618991
null,USA,Wisconsin Dells,53965,WI,null,null,false,524 Wisconsin Dells Pkwy,null,I10,"524 Wisconsin Dells Pkwy
Wisconsin Dells, WI, USA 53965-8444
(608) 253-2252",WI,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",F17,Not a dealer,2854,null,524 wisconsin dells parkway,null,643,(608) 253-2252,United States,Reel Brothers Dells Harley-Davidson,53965-8444,Harley,6082532252
null,USA,Jacksonville,32225,FL,null,null,false,10399 Atlantic Blvd,null,I20,"10399 Atlantic Blvd
Jacksonville, FL, USA 32225-6604
(904) 641-3735 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D Authorized Service
Test Ride
",F14,Address Match : 001j000000w192uAAA,2117,http://www.adamecharley.com/,10399 atlantic boulevard,null,401,(904) 641-3735,United States,Adamec Harley-Davidson Shop at Regency,32225-6604,Harley,9046413735
null,USA,Temple,76502,TX,null,null,false,7454 S General Bruce Dr,null,I06,"7454 S General Bruce Dr
Temple, TX, USA 76502-5826
(254) 743-7200 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F09,Not in salesforce,2071,http://www.hornytoadhd.com/,7454 south general bruce dr,null,886,(254) 743-7200,United States,Horny Toad Harley-Davidson,76502-5826,Harley,2547437200
null,USA,Mauston,53948,WI,null,null,false,N4833 Hwy 58,null,I10,"N4833 Hwy 58
Mauston, WI, USA 53948-9015
(608) 847-7702 | Website",WI,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F17,Not in salesforce,2851,http://www.reelbrothershd.com/,n4833 highway 58,null,644,(608) 847-7702,United States,Reel Brothers Harley-Davidson,53948-9015,Harley,6088477702
null,USA,Key West,33040,FL,null,null,false,121 Duval St,null,I21,"121 Duval St
Key West, FL, USA 33040-6505
(305) 517-6562",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",F13,Not a dealer,2773,null,121 duval street,null,402,(305) 517-6562,United States,Peterson's Key West Harley-Davidson,33040-6505,Harley,3055176562
null,USA,Harker Heights,76548,TX,null,null,false,875 W Central Texas Expy,null,I06,"875 W Central Texas Expy
Harker Heights, TX, USA 76548-1619
(254) 680-4747 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F09,Not in salesforce,2070,http://www.hornytoadforthood.com/,875 west central texas expy,null,887,(254) 680-4747,United States,Horny Toad Harley-Davidson of Fort Hood,76548-1619,Harley,2546804747
null,USA,Arbor Vitae,54568,WI,null,null,false,1700 US Hwy 51 N,null,I10,"1700 US Hwy 51 N
Arbor Vitae, WI, USA 54568-9523
(715) 358-5054 | Website",WI,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F17,Not in salesforce,3341,http://northwoodsharley.com/,1700 us highway 51 north,null,645,(715) 358-5054,United States,Northwoods Harley-Davidson,54568-9523,Harley,7153585054
null,USA,Tallahassee,32303,FL,null,null,false,1745 Capital Cir NW,null,I20,"1745 Capital Cir NW
Tallahassee, FL, USA 32303-3115
(850) 205-4294 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F14,Not in salesforce,3414,http://www.tallahasseeharley.com/,1745 capital cir nw,null,403,(850) 205-4294,United States,Tallahassee Harley-Davidson,32303-3115,Harley,8502054294
null,USA,Fort Worth,76116,TX,null,null,false,3025 W Loop 820 S,null,I07,"3025 W Loop 820 S
Fort Worth, TX, USA 76116-5989
(817) 696-9090 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F08,Not in salesforce,1260,http://www.fortworthharley.com/,3025 west loop 820 south,null,888,(817) 696-9090,United States,Fort Worth Harley-Davidson,76116-5989,Harley,8176969090
null,USA,Monroe,53566,WI,null,null,false,129 W 6th St,null,I10,"129 W 6th St
Monroe, WI, USA 53566-1074
(608) 329-4884",WI,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F17,Not in salesforce,3589,null,129 west 6th street,null,646,(608) 329-4884,United States,Swiss Valley Harley-Davidson,53566-1074,Harley,6083294884
null,USA,Burleson,76028,TX,null,null,false,240 N Burleson Blvd,null,I07,"240 N Burleson Blvd
Burleson, TX, USA 76028-4322
(817) 502-8020 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F08,Not in salesforce,3564,http://www.stampedeharley.com/,240 north burleson boulevard,null,889,(817) 502-8020,United States,Stampede Harley-Davidson,76028-4322,Harley,8175028020
null,USA,Baxter,56425,MN,null,null,false,7915 Hwy 210,null,I04,"7915 Hwy 210
Baxter, MN, USA 56425-8460
(218) 822-4434 | Website",MN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
",F05,Not in salesforce,3130,http://www.vl-hd.com/,7915 highway 210,null,647,(218) 822-4434,United States,Viking Land Harley-Davidson,56425-8460,Harley,2188224434
null,USA,Alexandria,56308,MN,null,null,false,1515 42nd Ave W,null,I04,"1515 42nd Ave W
Alexandria, MN, USA 56308-4826
(320) 763-9800 | Website",MN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",F05,Not in salesforce,2442,http://www.apols.com/,1515 42nd avenue west,null,648,(320) 763-9800,United States,Apol's Harley-Davidson,56308-4826,Harley,3207639800
null,USA,Sauk Rapids,56379,MN,null,null,false,3555 Shadowwood Dr NE,null,I04,"3555 Shadowwood Dr NE
Sauk Rapids, MN, USA 56379-9653
(320) 251-6980 | Website",MN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F05,Not in salesforce,3128,http://www.vikinglandharleydavidson.com/,3555 shadowwood dr ne,null,649,(320) 251-6980,United States,Viking Land Harley-Davidson,56379-9653,Harley,3202516980
null,USA,Tifton,31793,GA,null,null,false,49 Casseta Rd,null,I19,"49 Casseta Rd
Tifton, GA, USA 31793-8313
(229) 387-8855",GA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H-DTM Riding Academy
Test Ride
",F14,Not in salesforce,4124,null,49 casseta road,null,409,(229) 387-8855,United States,Tifton Harley-Davidson,31793-8313,Harley,2293878855
null,USA,Lubbock,79424,TX,null,null,false,5702 58th St,null,I06,"5702 58th St
Lubbock, TX, USA 79424-1120
(806) 791-4597 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F08,Not in salesforce,1957,http://www.wildwesthd.com/,5702 58th street,null,890,(806) 791-4597,United States,Wild West Harley-Davidson,79424-1120,Harley,8067914597
null,USA,Round Rock,78664,TX,null,null,false,2801 N Interstate 35,null,I06,"2801 N Interstate 35
Round Rock, TX, USA 78664-2006
(512) 652-1200 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F09,Not in salesforce,4034,http://www.centraltexasharley.com/,2801 north interstate 35,null,891,(512) 652-1200,United States,Central Texas Harley-Davidson Round Rock,78664-2006,Harley,5126521200
null,USA,Waco,76706,TX,null,null,false,4201 S Jack Kultgen Expy,null,I06,"4201 S Jack Kultgen Expy
Waco, TX, USA 76706-4626
(254) 753-0393",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F09,Not in salesforce,3668,null,4201 south jack kultgen expy,null,892,(254) 753-0393,United States,Adam Smith's Harley-Davidson of Waco,76706-4626,Harley,2547530393
null,USA,West Fargo,58078,ND,null,null,false,701 Christianson Dr,null,I04,"701 Christianson Dr
West Fargo, ND, USA 58078-1123
(701) 277-1000 | Website",ND,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F05,Not in salesforce,3449,http://www.hdfargo.com/,701 christianson dr,null,650,(701) 277-1000,United States,Harley-Davidson of Fargo,58078-1123,Harley,7012771000
null,USA,Boerne,78006,TX,null,null,false,29078 Interstate 10 W,null,I06,"29078 Interstate 10 W
Boerne, TX, USA 78006-9100
(830) 755-5202 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F09,Not in salesforce,1410,http://www.javelinaharley.com/,29078 interstate 10 west,null,893,(830) 755-5202,United States,Javelina Harley-Davidson,78006-9100,Harley,8307555202
null,USA,Elk River,55330,MN,null,null,false,19600 Evans St NW,null,I04,"19600 Evans St NW
Elk River, MN, USA 55330-1046
(763) 241-2000 | Website",MN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F05,Not in salesforce,2222,http://www.zylstrahd.com/,19600 evans st nw,null,651,(763) 241-2000,United States,Zylstra Harley-Davidson,55330-1046,Harley,7632412000
null,USA,Bedford,76021,TX,null,null,false,1 Texas Harley Way,null,I07,"1 Texas Harley Way
Bedford, TX, USA 76021-1126
(817) 267-2646 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F08,Not in salesforce,4961,http://www.texasharley.com/,1 texas harley way,null,894,(817) 267-2646,United States,Adam Smith's Texas Harley-Davidson,76021-1126,Harley,8172672646
null,USA,Eveleth,55734,MN,null,null,false,601 Hat Trick Ave,null,I04,"601 Hat Trick Ave
Eveleth, MN, USA 55734-8638
218-744-5871 | Website",MN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F05,Not in salesforce,2393,http://fiveseasonssportscenter.com/,601 hat trick avenue,null,652,218-744-5871,United States,5 Seasons Sports Center,55734-8638,Harley,2187445871
null,USA,Macon,31210,GA,null,null,false,5000 Mercer University Dr,null,I19,"5000 Mercer University Dr
Macon, GA, USA 31210-5677
(478) 474-3344 | Website",GA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F14,Not in salesforce,808,http://www.harleydavidsonofmacon.com/,5000 mercer university dr,null,410,(478) 474-3344,United States,Harley-Davidson of Macon,31210-5677,Harley,4784743344
null,USA,Grand Prairie,75052,TX,null,null,false,2830 W Interstate 20,null,I07,"2830 W Interstate 20
Grand Prairie, TX, USA 75052-7033
(972) 988-1903 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F08,Not in salesforce,1961,http://www.longhornhd.com/,2830 west interstate 20,null,895,(972) 988-1903,United States,Longhorn Harley-Davidson,75052-7033,Harley,9729881903
null,USA,Duluth,55811,MN,null,null,false,4355 Stebner Rd,null,I04,"4355 Stebner Rd
Duluth, MN, USA 55811-1415
218-729-9600 | Website",MN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F05,Not in salesforce,2394,http://www.hdduluth.com/,4355 stebner road,null,653,218-729-9600,United States,Harley-Davidson Sport Center,55811-1415,Harley,2187299600
null,USA,Savannah,31401,GA,null,null,false,503 E River St,null,I19,"503 E River St
Savannah, GA, USA 31401-1223
(912) 231-8000",GA,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
",F14,Not a dealer,2691,null,503 east river street,null,411,(912) 231-8000,United States,Savannah Harley-Davidson on River Street,31401-1223,Harley,9122318000
null,USA,Austin,78747,TX,null,null,false,10917 S Interstate 35,null,I06,"10917 S Interstate 35
Austin, TX, USA 78747-1708
(512) 448-4294 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F09,Website Match : 001j0000014DcZGAA0,2085,http://www.cowboyharleyaustin.com/,10917 south interstate 35,null,896,(512) 448-4294,United States,"Cowboy Harley-Davidson of Austin, Texas",78747-1708,Harley,5124484294
null,USA,Raymond,56282,MN,null,null,false,102 Cofield St S,null,I04,"102 Cofield St S
Raymond, MN, USA 56282-2156
(320) 967-4511",MN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F05,Not in salesforce,1959,null,102 cofield st south,null,654,(320) 967-4511,United States,Apol's Harley-Davidson Shop,56282-2156,Harley,3209674511
null,USA,Savannah,31419,GA,null,null,false,1 Fort Argyle Rd,null,I19,"1 Fort Argyle Rd
Savannah, GA, USA 31419-9276
(912) 925-0005 | Website",GA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F14,Not in salesforce,2689,http://www.savannahhd.com/,1 fort argyle road,null,412,(912) 925-0005,United States,Savannah Harley-Davidson,31419-9276,Harley,9129250005
null,USA,Corinth,76210,TX,null,null,false,5920 S Interstate 35 E,null,I06,"5920 S Interstate 35 E
Corinth, TX, USA 76210-2333
(940) 498-5000 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F08,Not in salesforce,3483,http://www.aeharley.com/,5920 south interstate 35 east,null,897,(940) 498-5000,United States,American Eagle Harley-Davidson,76210-2333,Harley,9404985000
null,USA,Delano,55328,MN,null,null,false,822 Babcock Blvd W,null,I04,"822 Babcock Blvd W
Delano, MN, USA 55328-4606
(763) 972-6282 | Website",MN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F05,Not in salesforce,2381,http://www.crowriverhd.com/,822 babcock boulevard west,null,655,(763) 972-6282,United States,Crow River Harley-Davidson,55328-4606,Harley,7639726282
null,USA,Augusta,30909,GA,null,null,false,4200 Belair Frontage Rd,null,I18,"4200 Belair Frontage Rd
Augusta, GA, USA 30909-9411
(706) 651-0444 | Website",GA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
Test Ride
",F14,Address Match : 001j000000Q6sllAAB,3910,http://www.augustahd.com/,4200 belair frontage road,null,413,(706) 651-0444,United States,Timms Harley-Davidson of Augusta,30909-9411,Harley,7066510444
null,USA,Carrollton,75006,TX,null,null,false,1845 N Interstate 35 E,null,I07,"1845 N Interstate 35 E
Carrollton, TX, USA 75006-3702
(972) 245-1492 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F08,Not in salesforce,3496,http://www.maverickhd.com/,1845 north interstate 35 east,null,898,(972) 245-1492,United States,Maverick Harley-Davidson,75006-3702,Harley,9722451492
null,USA,Blaine,55449,MN,null,null,false,1441 85th Ave NE,null,I04,"1441 85th Ave NE
Blaine, MN, USA 55449-7225
(763) 786-9079 | Website",MN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F05,Not in salesforce,3918,http://www.tcharley.com/,1441 85th avenue ne,null,656,(763) 786-9079,United States,Twin Cities Harley-Davidson North,55449-7225,Harley,7637869079
null,USA,Brunswick,31525,GA,null,null,false,153 Venture Dr,null,I19,"153 Venture Dr
Brunswick, GA, USA 31525-9795
(912) 280-0448 | Website",GA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",F14,Not in salesforce,2690,http://www.goldenisleshd.com/,153 venture dr,null,414,(912) 280-0448,United States,Golden Isles Harley-Davidson,31525-9795,Harley,9122800448
null,USA,New Braunfels,78130,TX,null,null,false,1288 Loop 337,null,I06,"1288 Loop 337
New Braunfels, TX, USA 78130-3429
(830) 624-2473 | Website",TX,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F09,Not in salesforce,2062,http://www.grueneharley.com/,1288 loop 337,null,899,(830) 624-2473,United States,Gruene Harley-Davidson,78130-3429,Harley,8306242473
null,USA,Grand Forks,58203,ND,null,null,false,2756 N Washington St,null,I04,"2756 N Washington St
Grand Forks, ND, USA 58203-1229
701-775-6098 | Website",ND,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F05,Not in salesforce,3594,http://www.andyshd.com/,2756 north washington street,null,657,701-775-6098,United States,Andy's Harley-Davidson,58203-1229,Harley,7017756098
null,USA,Conyers,30012,GA,null,null,false,900 Dogwood Dr SE,null,I19,"900 Dogwood Dr SE
Conyers, GA, USA 30012-5452
(770) 979-7999 | Website",GA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F14,Phone Match : 001j000000Q6jxrAAB,3586,http://www.falconsfuryhd.com/,900 dogwood dr se,null,415,(770) 979-7999,United States,Falcons Fury Harley-Davidson,30012-5452,Harley,7709797999
null,USA,Eden Prairie,55344,MN,null,null,false,12480 Plaza Dr,null,I04,"12480 Plaza Dr
Eden Prairie, MN, USA 55344-3646
(952) 698-5000 | Website",MN,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F05,Not in salesforce,2423,http://www.wildprairiehd.com/,12480 plaza dr,null,658,(952) 698-5000,United States,Wild Prairie Harley-Davidson,55344-3646,Harley,9526985000
null,USA,Bloomington,55425,MN,null,null,false,Mall of America 344 W Market,null,I04,"Mall of America 344 W Market
Bloomington, MN, USA 55425-5523
(952) 854-1225",MN,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",F05,Not a dealer,3921,null,mall of america 344 west market,null,659,(952) 854-1225,United States,Twin Cities Harley-Davidson,55425-5523,Harley,9528541225
null,USA,Athens,30606,GA,null,null,false,4225 Atlanta Hwy,null,I18,"4225 Atlanta Hwy
Athens, GA, USA 30606-0862
(706) 548-3300 | Website",GA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F14,Address Match : 001j000000VuEJBAA3,755,http://www.cycleworldathens.com/,4225 atlanta highway,null,417,(706) 548-3300,United States,Harley-Davidson of Athens,30606-0862,Harley,7065483300
null,USA,Morrow,30260,GA,null,null,false,1384 Southlake Pkwy,null,I19,"1384 Southlake Pkwy
Morrow, GA, USA 30260-2338
(770) 960-6000 | Website",GA,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F14,Not in salesforce,3573,http://www.thundertowerwest.com/,1384 southlake parkway,null,418,(770) 960-6000,United States,Thunder Tower West Harley-Davidson,30260-2338,Harley,7709606000
